"threat.status.cnc","search.str"
"CR|LC","Alatiglossum croesus"
"CR|LC","Alatiglossum longipes"
"EN|CR","Hippeastrum guarapuavicum"
"EN|EN","Lychnophoriopsis candelabrum"
"EN|EN","Lychnophoriopsis heterotheca"
"DD|LC","Manilkara huberi"
"EN|DD","Microlicia cipoana"
"EN|EN","Minaria inconspicua"
"NT|LC","Mollinedia marqueteana"
"CR|NT","Myrcia follii"
"LC|LC","Ocotea vaccinioides"
"EN|VU","Paralychnophora santosii"
"EN|VU","Phymatidium glaziovii"
"DD|DD","Pradosia verrucosa"
"DD|EN","Pseudotrimezia aminae"
"EN|LC","Rhynchospora enmanuelis"
"NT|DD","Schaueria lophura"
"NT|DD","Schaueria virginea"
"LC|DD","Schinopsis brasiliensis var. glabra"
"LC|DD","Sporobolus camporum"
"LC|DD","Sporobolus paucifolius"
"NT|VU","Buchenavia hoehneana"
"NT|VU","Buchenavia pabstii"
"LC|LC","Buchenavia iguaratensis"
"LC|LC","Buchenavia kleinii"
"NT|CR","Verbesina pseudoclaussenii"
"LC|DD","Vriesea procera var. debilis"
"CR|DD","Vriesea monacorum"
"DD|DD","Warczewiczella candida"
"NT|LC","Zygopetalum brachypetalum"
"LC","Abarema obovata"
"VU","Stenophalium almasense"
"DD","Stenophalium heringeri"
"VU","Paepalanthus barbiger"
"DD","Paepalanthus rhizomatosus"
"DD","Paepalanthus scytophyllus"
"EN","Adenocalymma magnoalatum"
"EN","Adenocalymma fruticosum"
"LC","Adenocalymma campicola"
"NT","Adenocalymma reticulatum"
"CR","Terpsichore senilis"
"DD","Alcantarea burle-marxii"
"NT","Alcantarea roberto-kautskyi"
"DD","Viguiera aspiliodies"
"LC","Viguiera bracteata"
"EN","Viguiera corumbensis"
"EN","Viguiera filifolia"
"VU","Viguiera hispida"
"CR","Viguiera linearifolia"
"CR","Viguiera paranensis"
"EN","Viguiera vernonioides"
"EN","Alternanthera decurrens"
"LC","Thelypteris araucariensis"
"LC","Thelypteris concinna"
"CR","Thelypteris novaeana"
"LC","Vigna firmula"
"LC","Andradaea floribunda"
"VU","Anemia mirabilis"
"EN","Annona ubatubensis"
"EN","Apodanthes minarum"
"EN","Myracrodruon balansae"
"LC","Myracrodruon urundeuva"
"LC","Aureliana fasciculata"
"EN","Attalea brasiliensis"
"CR","Blechnum andinum"
"NT","Blechnum organense"
"LC","Blechnum penna-marina"
"EN","Blechnum mochaenum var. squamipes"
"EN","Axonopus ramboi"
"CR","Ophiochloa bryoides"
"CR","Ophiochloa hydrolithica"
"EN","Baccharis arassatubaensis"
"LC","Baccharis xiphophylla"
"VU","Baccharis pseudo-alpestris"
"DD","Barbosella spiritusanctensis"
"EN","Begonia smilacina"
"EN","Bernardia confertifolia"
"VU","Besleria umbrosa"
"EN","Geoblasta penicillata"
"LC","Bonamia burchellii"
"LC","Botrychium virginianum"
"LC","Brachymenium hornschunchianum"
"DD","Bradea kuhlmanni"
"EN","Sucrea sampaiana"
"VU","Bromelia macedoi"
"EN","Bulbophyllum boudetianum"
"LC","Byttneria catalpifolia subsp. sidaefolia"
"DD","Abutilon monteiroi"
"EN","Aulonemia ulei"
"LC","Campomanesia viatoris"
"LC","Hyptis althaeifolia"
"LC","Capanemia gehrtii"
"CR","Hadrolaelia alaori"
"EN","Hoffmannseggella briegeri"
"EN","Hoffmannseggella caulescens"
"LC","Sophronitis cernua"
"LC","Hoffmannseggella cinnabarina"
"LC","Hadrolaelia coccinea"
"VU","Hadrolaelia crispa"
"NT","Hoffmannseggella crispata"
"CR","Hoffmannseggella endsfeldzii"
"EN","Hoffmannseggella ghillanyi"
"CR","Hoffmannseggella gloedeniana"
"VU","Dungsia harpophylla"
"EN","Hoffmannseggella mixta"
"EN","Hadrolaelia jongheana"
"CR","Hoffmannseggella kautskyana"
"EN","Hadrolaelia lobata"
"CR","Hoffmannseggella milleri"
"CR","Hoffmannseggella munchowiana"
"CR","Dungsia kautskyi"
"VU","Hadrolaelia perrinii"
"VU","Hadrolaelia pumila"
"VU","Hadrolaelia purpurata"
"EN","Hadrolaelia pygmaea"
"EN","Hadrolaelia sincorana"
"EN","Hadrolaelia tenebrosa"
"LC","Hadrolaelia virens"
"EN","Hadrolaelia xanthina"
"LC","Celtis ehrenbergiana"
"LC","Galactia decumbens"
"DD","Chaetostoma cupressimum"
"DD","Chamaecrista centiflora"
"DD","Chamaecrista geraldii"
"VU","Chamaecrista cipoana"
"EN","Briza brasiliensis"
"CR","Erianthecium bulbosum"
"EN","Briza itatiaiae"
"CR","Briza parodiana"
"EN","Briza scabra"
"CR","Hoehneella heloisae"
"LC","Ophioglossum palmatum"
"CR","Erithalis insularis"
"VU","Chiropetalum gymnadenium"
"CR","Chomelia modesta"
"EN","Chromolaena angusticeps"
"LC","Cleistes gracilis"
"LC","Codonanthe uleana"
"EN","Coleocephalocereus fluminensis subsp. decumbens"
"EN","Almeidea coerulea"
"VU","Blechnum sprucei"
"LC","Camptosema isopetalum"
"LC","Schefflera varisiana"
"EN","Helianthemum brasiliense"
"DD","Ctenium cirrhosum"
"EN","Aeschynomene graminoides"
"EN","Aeschynomene laca-buendiana"
"VU","Aeschynomene simplicifolia"
"LC","Cuphea acinifolia"
"CR","Cuphea rubro-virens"
"LC","Cuphea aperta"
"VU","Hyptis apertiflora"
"DD","Hyptis bombycina"
"EN","Hyptis caprariifolia"
"DD","Hyptis coriacea"
"EN","Hyptis delicatula"
"EN","Hyptis digitata"
"EN","Hyptis tagetifolia"
"NT","Hyptis tenuifolia"
"EN","Hyptis viatica"
"LC","Cnemidaria uleana"
"VU","Cyperus atlanticus"
"LC","Pycreus flavescens"
"DD","Lonchocarpus muehlbergianus"
"DD","Dasyphyllum synacanthum"
"CR","Phoradendron virens"
"EN","Deschampsia caespitosa"
"DD","Dichanthelium sendulskyii"
"EN","Schefflera succinea"
"CR","Schefflera aurata"
"CR","Schefflera botumirimensis"
"LC","Schefflera calva"
"CR","Schefflera cephalantha"
"EN","Schefflera fruticosa"
"EN","Schefflera gardneri"
"EN","Schefflera glaziovii"
"EN","Schefflera lucumoides"
"NT","Diospyros duartei"
"LC","Diospyros hispida"
"EN","Lycopodium jussiaei"
"DD","Disteganthus calatheoides"
"LC","Merremia aturensis"
"EN","Merremia repens"
"DD","Dorstenia albertii"
"DD","Dryadella gomesferreirae"
"LC","Duguetia fufuracea"
"DD","Dyckia elisabethae"
"DD","Dyckia mello-barretoi"
"EN","Dyschoriste lavandulaceae"
"LC","Dyssochroma viridiflora"
"NT","Elaphoglossum tamandarei"
"NT","Elaphoglossum wettsteinii"
"LC","Elaphoglossum insigne"
"EN","Elaphoglossum amplissimum"
"DD","Epidendrum infaustum"
"VU","Epidendrum ecostatum"
"VU","Hyptis cuniloides"
"VU","Eremanthus seidelii"
"EN","Lychnophora reticulata"
"EN","Lychnophora syncephala"
"CR","Eriope crassipes subsp. cristalinae"
"EN","Neomitranthes langsdorffii"
"LC","Eugenia bocainensis"
"EN","Eugenia oxyoentophylla"
"DD","Ficus aripuanensis"
"LC","Ficus monckii"
"DD","Ficus schumacheri"
"DD","Cryptanthus leopoldo-horstii"
"LC","Rhamnus sphaerosperma var. pubescens"
"EN","Comolia edmundoi"
"LC","Cephalozia crassifolia"
"NT","Alophia coerulea"
"NT","Calathea aemula"
"LC","Calathea brasiliensis"
"LC","Calathea cylindrica"
"DD","Calathea fatimae"
"DD","Calathea bella"
"LC","Calathea longibracteata"
"LC","Calathea monophylla"
"LC","Calathea sciuroides"
"DD","Calathea singularis"
"EN","Calathea tuberosa"
"EN","Calathea widgrenii"
"DD","Calathea wiotii"
"LC","Calathea zebrina"
"LC","Coppensia montana"
"LC","Alatiglossum barbatum"
"LC","Baptistonia cruciata"
"LC","Brasilidium concolor"
"LC","Baptistonia cornigera"
"CR","Baptistonia truncata"
"VU","Coppensia macronyx"
"LC","Brasilidium gardneri"
"LC","Coppensia hydrophila"
"LC","Brasilidium crispum"
"EN","Baptistonia kautskyi"
"DD","Gomesa doeringii"
"LC","Baptistonia lietzei"
"EN","Coppensia majevskyi"
"LC","Baptistonia pubes"
"LC","Ornithophora radicans"
"LC","Coppensia ramosa"
"NT","Baptistonia sarcodes"
"LC","Coppensia varicosa"
"LC","Baptistonia venusta"
"LC","Coppensia warmingii"
"EN","Thelypteris cutiataensis"
"EN","Thelypteris littoralis"
"VU","Thelypteris montana"
"CR","Thelypteris multigemmifera"
"EN","Gyptis vernoniopsis"
"EN","Gyrostelma bornmulleri"
"DD","Habenaria aphylla"
"EN","Habenaria ernestulei"
"LC","Echinodorus bolivianus"
"DD","Henriettea gomesii"
"LC","Diodella sarmentosa"
"EN","Hippeastrum goianum"
"EN","Hiraea wiedeana"
"LC","Simaba floribunda"
"VU","Simaba glabra"
"EN","Simaba insignis"
"CR","Simaba salubris"
"CR","Simaba suaveolens"
"EN","Simaba warmingiana"
"CR","Cryptanthus caracensis"
"CR","Cryptanthus glazioui"
"NT","Dolichoura spiritusanctensis"
"EN","Huberia pirani"
"LC","Panicum condensatum"
"CR","Hymenophyllum sampaioanum"
"CR","Hymenophyllum silveirae"
"CR","Licania conferruminata"
"NT","Eriope simplex"
"VU","Digomphia densicoma"
"VU","Jacquemontia hallieriana"
"EN","Eriosorus biardii"
"EN","Eriosorus cheilanthoides"
"EN","Eriosorus insignis"
"CR","Eriosorus rufescens"
"VU","Peregrina linearifolia"
"NT","Justicia catharinensis"
"EN","Aechmea depressa"
"CR","Aechmea gustavoi"
"DD","Kielmeyera juruensis"
"LC","Schomburgkia gloriosa"
"DD","Lafoensia vandelliana subsp. replicata"
"EN","Cryptangium humile"
"LC","Cryptangium claussenii"
"EN","Cryptangium polyphyllum"
"CR","Lippia duartei"
"DD","Lippia ramboi"
"VU","Stemodia harleyi"
"EN","Cryptanthus duartei"
"LC","Laplacea fructicosa"
"DD","Lavoisiera mello-barretoi"
"LC","Clidemia capilliflora"
"DD","Leandra humilis var. glabrata"
"NT","Leandra parvifolia"
"DD","Lepidaploa adamantium"
"LC","Licania gardneri"
"EN","Licania maguirei"
"EN","Hyptis pinheiroi"
"EN","Leptostelma catharinensis"
"LC","Loefgrenianthus blanche-amesii"
"LC","Lophophytum leandri"
"VU","Lundia damazii"
"CR","Lychnophora humillima"
"EN","Lychnophora mello-barretoi"
"EN","Lychnophora sellowii"
"VU","Lychnophora tomentosa"
"EN","Lychnophoriopsis damazioi"
"EN","Lychnophoriopsis hatschbachii"
"DD","Lychnophora blanchetii"
"EN","Eremanthus leucodendron"
"EN","Lychnophora regis"
"EN","Lychnophora santosii"
"CR","Lychnophora sericea"
"LC","Lycianthes rantonnei"
"EN","Anagallis barbata"
"EN","Anagallis alternifolia"
"DD","Doryopteris crenulans"
"EN","Doryopteris itatiaiensis"
"LC","Doryopteris lomariacea"
"VU","Doryopteris paradoxa"
"CR","Doryopteris quinquelobata"
"EN","Doryopteris rosenstockii"
"EN","Doryopteris rufa"
"EN","Doryopteris subsimplex"
"EN","Doryopteris tijucana"
"LC","Macradenia multiflora"
"NT","Macradenia rubescens"
"LC","Dioclea glabra"
"DD","Mandirola ichthyostoma"
"LC","Manihot carthaginensis"
"DD","Bionia bella"
"VU","Maranta subterranea"
"CR","Marsdenia otoniense"
"EN","Hyptis sancti-gabrielii"
"NT","Hyptis stachydifolia"
"EN","Lychnophora markgravii"
"CR","Achetaria caparaoense"
"CR","Achetaria latifolia"
"LC","Mormolyca cleistogama"
"LC","Heterotaxis sessilis"
"LC","Mapinguari desvauxianus"
"LC","Trigonidium latifolium"
"LC","Maxillaria robusta"
"NT","Brasiliorchis consanguinea"
"LC","Camaridium micranthum"
"LC","Brasiliorchis phoenicanthera"
"LC","Christensonella pumila"
"EN","Brasiliorchis schunkeana"
"LC","Trigonidium acuminatum"
"LC","Heterotaxis valenzuelana"
"VU","Hyptis carvalhoi"
"LC","Hyptis eriophylla var. coriifolia"
"LC","Hyptis simulans"
"LC","Thelypteris angustifolia"
"LC","Thelypteris macrophylla"
"VU","Meriania callophylla"
"NT","Hyptis irwinii"
"LC","Miconia doriana"
"LC","Miconia robustissima"
"LC","Miconia eichleri"
"NT","Microlicia doryphylla"
"LC","Microlicia fulva"
"NT","Micropholis compta"
"NT","Anneliesia candida"
"NT","Anneliesia cuneata"
"CR","Anneliesia kayasimae"
"NT","Anneliesia russelliana"
"LC","Mimosa adenophylla"
"DD","Minaria abortiva"
"EN","Barjonia harleyi"
"EN","Hemipogon harleyi"
"NT","Mollinedia blumenaviana"
"CR","Cynanchum morrenioides"
"VU","Maytenus acanthophylla"
"LC","Maytenus aquifolia"
"CR","Maytenus basidentata"
"LC","Maytenus brasiliensis"
"DD","Maytenus comocladiaeformis"
"LC","Maytenus floribunda"
"LC","Maytenus glaucescens"
"LC","Maytenus robusta"
"NT","Maytenus opaca"
"EN","Maytenus quadrangulata"
"DD","Maytenus radlkoferiana"
"VU","Maytenus rupestris"
"DD","Licania anneae"
"EN","Gochnatia argyrea"
"LC","Gochnatia orbiculata"
"EN","Gochnatia cordata"
"VU","Gochnatia hatschbachii"
"CR","Gochnatia mollisima"
"VU","Gochnatia ramboi"
"VU","Gochnatia sordida"
"EN","Micropolypodium perpusillum"
"EN","Hemipogon furlanii"
"CR","Hemipogon piranii"
"CR","Mouriri megasperma"
"DD","Lonchocarpus torrensis"
"EN","Terpsichore semihirsuta"
"EN","Terpsichore taxifolia"
"EN","Myrceugenia smithii"
"DD","Calyptranthes dryadica"
"EN","Myrcia lineata"
"EN","Myrcia limae"
"VU","Calyptranthes fusiformis"
"LC","Calyptranthes concinna"
"EN","Calyptranthes hatschbachii"
"CR","Gomidesia cambessedeana"
"LC","Marlierea regeliana"
"NT","Calyptranthes rubella"
"EN","Eugenia neosericea"
"LC","Marlierea suaveolens"
"VU","Calyptranthes pileata"
"LC","Marlierea reitzii"
"VU","Calyptranthes restingae"
"CR","Marlierea skortzoviana"
"EN","Marlierea krapovickae"
"LC","Myrcia pulchra"
"NT","Marlierea sucrei"
"LC","Galactia marginalis"
"LC","Neomarica sabinii"
"DD","Calyptranthes pereireana"
"EN","Plinia stictophylla"
"LC","Neoregelia burle-marxii"
"CR","Panicum brachystachyum"
"EN","Hyptis argyrophylla"
"VU","Hyptis hagei"
"EN","Hyptis halimifolia"
"EN","Hyptis nivea"
"EN","Hyptis nubicola"
"CR","Hyptis piranii"
"EN","Hyptis silvinae"
"LC","Operculina alata"
"EN","Pellaea cymbiformis"
"EN","Pellaea gleichenioides"
"DD","Eulophia ruwenzoriensis"
"EN","Oryctina eubrachioides"
"LC","Turnera capitata"
"DD","Turnera princeps"
"NT","Oxypetalum arnnotianum"
"CR","Oxypetalum mexiae"
"EN","Specklinia bacillaris"
"LC","Trichosalpinx bradei"
"VU","Specklinia carinifera"
"CR","Specklinia castellensis"
"EN","Specklinia conspersa"
"CR","Specklinia garayi"
"EN","Specklinia lingua"
"CR","Specklinia ruschii"
"LC","Pelexia oestrifera"
"LC","Pelexia orthosepala"
"EN","Streblacanthus dubiosus"
"VU","Paepalanthus albo-tomentosus"
"DD","Paepalanthus argenteus var. elatus"
"EN","Paepalanthus luetzelburgii"
"EN","Paepalanthus macaheesis"
"EN","Lycopodiella bradei"
"LC","Psychotria prunifolia"
"LC","Psychotria racemosa"
"LC","Psychotria longipes"
"LC","Psychotria capitata"
"EN","Panphalea araucariophila"
"EN","Panphalea cardaminifolia"
"CR","Panphalea maxima"
"CR","Panphalea ramboi"
"EN","Panphalea smithii"
"CR","Pariana carvalhoi"
"DD","Parodia arnostiana"
"EN","Thrasyopsis juergensii"
"EN","Thrasyopsis repanda"
"LC","Passiflora organensis"
"EN","Caesalpinia echinata"
"LC","Paullinia racemosa"
"VU","Paullinia riodocensis"
"CR","Pecluma hoehnii"
"DD","Peperomia distachya"
"LC","Peperomia hernandiaefolia"
"EN","Peperomia suboppositifolia"
"LC","Macroditassa adnata"
"EN","Huperzia aqualupiana"
"LC","Huperzia biformis"
"EN","Huperzia christii"
"LC","Huperzia flexibilis"
"LC","Huperzia fontinaloides"
"CR","Huperzia hemleri"
"LC","Huperzia hexasticha"
"EN","Huperzia itambensis"
"EN","Huperzia martii"
"EN","Huperzia mollicoma"
"EN","Huperzia mooreana"
"EN","Huperzia nuda"
"LC","Huperzia quadrifariata"
"CR","Huperzia regnellii"
"CR","Huperzia rubra"
"VU","Huperzia sellowiana"
"EN","Huperzia taxifolia"
"CR","Huperzia treitubensis"
"CR","Phoradendron anamariae"
"LC","Phyllanthus rosellus"
"VU","Phyllanthus retroflexus"
"DD","Ottonia sampaioi"
"EN","Eremanthus pabstii"
"CR","Pitcairnia burle-marxii"
"EN","Tibouchina apparicioi"
"LC","Tibouchina asperior"
"EN","Tibouchina bergiana"
"VU","Tibouchina boudetii"
"LC","Tibouchina candolleana"
"CR","Tibouchina castellensis"
"LC","Tibouchina dubia"
"NT","Tibouchina dusenii"
"LC","Tibouchina gardneriana"
"DD","Tibouchina eichleri"
"LC","Tibouchina frigidula"
"EN","Svitramia integerrima"
"NT","Tibouchina kleinii"
"VU","Svitramia minor"
"DD","Svitramia petiolata"
"EN","Tibouchina quartzophila"
"EN","Tibouchina riedeliana"
"NT","Tibouchina schenckii"
"NT","Tibouchina thereminiana"
"LC","Tibouchina trichopoda"
"LC","Tibouchina urvilleana"
"VU","Svitramia wurdackiana"
"EN","Plinia ilhensis"
"EN","Plinia complanata"
"EN","Polygala malmeana"
"NT","Polygala sabulosa"
"LC","Anetium citrifolium"
"EN","Hybanthus strigoides"
"DD","Hybanthus velutinus"
"VU","Pouteria peduncularis"
"DD","Pradosia atroviolacea"
"EN","Promenaea fuerstenbergiana"
"DD","Protium heptaphyllum subsp. cordatum"
"EN","Tetragastris occhionii"
"EN","Lycopodiella benjaminiana"
"EN","Trimezia fistulosa"
"CR","Trimezia fistulosa var. longifolia"
"EN","Trimezia plicatifolia"
"NT","Trimezia pusilla"
"CR","Pseudotrimezia gracilis"
"CR","Marlierea lealcostae"
"EN","Psidium giganteum"
"DD","Quiina magallano-gomesii"
"EN","Quillaja brasiliensis"
"DD","Racinaea domingos-martinis"
"EN","Verbenoxylum reitzii"
"DD","Rheochloa scabrifolia"
"DD","Rhipsalis baccifera subsp. hileiabaiana"
"LC","Prestonia riedelii"
"EN","Cryptanthus caulescens"
"EN","Cryptanthus exaltatus"
"CR","Cryptanthus fernseeoides"
"DD","Cryptanthus latifolius"
"DD","Cryptanthus leuzingerae"
"EN","Cryptanthus odoratissimus"
"DD","Cryptanthus pseudoglazioui"
"EN","Cryptanthus pseudoscaposus"
"CR","Cryptanthus roberto-kautskyi"
"EN","Cryptanthus scaposus"
"CR","Cryptanthus whitmanii"
"LC","Rourea psammophila"
"LC","Panicum hylaeicum"
"CR","Miconia carvalhoana"
"EN","Miconia johnwurdackiana"
"EN","Justicia paranaensis"
"LC","Bathysa cuspidata"
"DD","Hatiora rosea"
"DD","Phanera grazielae"
"LC","Phanera microstachya"
"DD","Phanera smilacina"
"VU","Schefflera sprucei"
"LC","Hylocereus setaceus"
"EN","Orthophytum amoenum"
"CR","Orthophytum humile"
"NT","Siphocampylus corymbiferus"
"LC","Siphoneugena widgreniana"
"NT","Borreria gracillima"
"DD","Borreria tocantinsiana"
"LC","Sphagnum pendulirameum"
"EN","Spigelia reitzii"
"EN","Spigelia aceifolia"
"CR","Nycticalanthus speciosus"
"DD","Bouchea chascanoides"
"DD","Stachytarpheta galactea"
"VU","Staurogyne carvalhoi"
"LC","Thelypteris hatschbachii"
"LC","Thelypteris leprieurii"
"CR","Stenachaenium macrocephalum"
"LC","Stenandrium diphyllum"
"DD","Stenandrium goiasense"
"CR","Lellingeria limula"
"CR","Lellingeria pumila"
"CR","Stigmaphyllon mattogrossense"
"CR","Vriesea amadoi"
"DD","Vriesea appariciana"
"DD","Vriesea belloi"
"EN","Vriesea brassicoides"
"CR","Vriesea costae"
"EN","Vriesea funebris"
"DD","Vriesea goniorachis"
"CR","Vriesea harrylutheri"
"DD","Vriesea plurifolia"
"DD","Pseudoacanthocereus brasiliensis"
"EN","Struthanthus planaltinae"
"VU","Lytocaryum insigne"
"NT","Terminalia kuhlmannii"
"VU","Buchenavia rabelloana"
"DD","Terminalia reitzii"
"DD","Tillandsia montana"
"CR","Trembleya pityoides"
"EN","Panicum noterophilum"
"DD","Panicum nutabundum"
"LC","Cohniella jonesiana"
"VU","Lophiaris schwambachiae"
"DD","Trichogonia menthifolia"
"CR","Trichopilia santoslimae"
"DD","Lilaea scilloides"
"EN","Vellozia leptopetala"
"DD","Verbesina polyanthes"
"DD","Vicia tephrosoides"
"VU","Gochnatia rotundifolia"
"DD","Alcantarea hatschbachii"
"EN","Worsleya rayneri"
"EN","Wunderlichia cruelsiana"
"EN","Wunderlichia senaeii"
"VU","Zephyranthes brasiliensis"
"EN","Eithea blumenavia"
"VU","Zephyranthes caerulea"
"VU","Habranthus irwinianus"
"EN","Zygopetalum pabstii"
"EN","Pabstia jugosa"
"NT","Zygopetalum pedicellatum"
"EN","Neogardneria murrayana"
"CR","Pabstia schunkiana"
"DD","Alternanthera malmeana"
"LC","Hebanthe eriantha"
"LC","Prestoea tenuiramosa"
"LC","Gochnatia polymorpha subsp. polymorpha"
"DD","Dyckia commixta"
"DD","Dyckia julianae"
"DD","Parodia schumanniana"
"LC","Maytenus ilicifolia"
"NT","Ceratophyllum submersum"
"LC","Eleocharis barrosii"
"DD","Elaphoglossum jamesonii"
"LC","Hymenophyllum peltatum"
"EN","Aniba rosaeodora"
"LC","Maranta bicolor"
"LC","Ficus trigonata"
"DD","Ficus velutina"
"DD","Epidendrum polyanthum"
"DD","Peperomia cooperi"
"DD","Erythrophyllastrum andinum"
"LC","Spermacoce glabra"
"LC","Spermacoce tenuior"
"DD","Athyrium filix-femina"
